Property_ID,Buyer_Type,Sales_Channel,Booking_Flag,Quarter_Label,Quarter_Number
PROP087430,hni,"nri desk",1,2024-03-31,1
PROP087431,hni,direct,1,2024-12-31,4
PROP087432,nri,online,1,2023-09-30,3
PROP087433,hni,broker,1,2025-03-31,1
PROP087434,"startup founder",online,1,2024-06-30,2
PROP087435,"startup founder","nri desk",1,2024-06-30,2
PROP087436,"startup founder",direct,1,2023-09-30,3
PROP087437,other,online,1,2024-09-30,3
PROP087438,hni,direct,1,2023-09-30,3
PROP087439,cxo,direct,1,2024-12-31,4
PROP087440,hni,"nri desk",1,2023-12-31,4
PROP087441,"startup founder","nri desk",1,2024-06-30,2
PROP087442,other,"nri desk",1,2025-03-31,1
PROP087443,"startup founder",direct,1,2024-09-30,3
PROP087444,hni,broker,1,2023-06-30,2
PROP087445,hni,direct,1,2023-12-31,4
PROP087446,hni,online,1,2023-12-31,4
PROP087447,other,online,1,2023-09-30,3
PROP087448,nri,"nri desk",1,2023-06-30,2
PROP087449,nri,"nri desk",1,2024-06-30,2
PROP087450,"startup founder",online,1,2023-09-30,3
PROP087451,other,broker,1,2024-09-30,3
PROP087452,cxo,direct,1,2025-03-31,1
PROP087453,"startup founder",broker,1,2023-12-31,4
PROP087454,hni,"nri desk",1,2023-12-31,4
PROP087455,hni,direct,1,2024-06-30,2
PROP087456,hni,broker,1,2023-06-30,2
PROP087457,"startup founder",broker,1,2024-06-30,2
PROP087458,cxo,broker,1,2023-06-30,2
PROP087459,"startup founder","nri desk",1,2024-09-30,3
PROP087460,"startup founder",direct,1,2025-03-31,1
PROP087461,"startup founder",direct,1,2024-06-30,2
PROP087462,hni,"nri desk",1,2024-03-31,1
PROP087463,hni,"nri desk",1,2024-06-30,2
PROP087464,cxo,"nri desk",1,2024-06-30,2
PROP087465,nri,direct,1,2023-12-31,4
PROP087466,cxo,online,1,2025-03-31,1
PROP087467,"startup founder",online,1,2023-12-31,4
PROP087468,other,"nri desk",1,2024-12-31,4
PROP087469,hni,broker,1,2023-09-30,3
PROP087470,"startup founder",direct,1,2024-06-30,2
PROP087471,nri,broker,1,2023-09-30,3
PROP087472,nri,broker,1,2025-03-31,1
PROP087473,nri,direct,1,2025-03-31,1
PROP087474,nri,broker,1,2024-12-31,4
PROP087475,other,online,1,2024-09-30,3
PROP087476,nri,direct,1,2024-03-31,1
PROP087477,"startup founder",broker,1,2025-03-31,1
PROP087478,hni,broker,1,2024-12-31,4
PROP087479,"startup founder",direct,1,2023-09-30,3
PROP087480,other,broker,1,2024-12-31,4
PROP087481,other,direct,1,2024-12-31,4
PROP087482,other,"nri desk",1,2024-03-31,1
PROP087483,nri,broker,1,2025-03-31,1
PROP087484,other,"nri desk",1,2024-09-30,3
PROP087485,cxo,direct,1,2023-06-30,2
PROP087486,"startup founder",direct,1,2023-09-30,3
PROP087487,nri,direct,1,2024-06-30,2
PROP087488,other,online,1,2023-09-30,3
PROP087489,cxo,online,1,2023-06-30,2
PROP087490,other,"nri desk",1,2024-12-31,4
PROP087491,cxo,"nri desk",1,2023-12-31,4
PROP087492,cxo,"nri desk",1,2024-03-31,1
PROP087493,other,"nri desk",1,2024-12-31,4
PROP087494,cxo,online,1,2024-09-30,3
PROP087495,"startup founder",broker,1,2025-03-31,1
PROP087496,cxo,online,1,2023-09-30,3
PROP087497,cxo,direct,1,2024-06-30,2
PROP087498,cxo,broker,1,2024-06-30,2
PROP087499,other,online,1,2023-12-31,4
PROP087500,nri,online,1,2023-06-30,2
PROP087501,"startup founder",online,1,2024-09-30,3
PROP087502,"startup founder",online,1,2023-09-30,3
PROP087503,other,"nri desk",1,2024-09-30,3
PROP087504,other,broker,1,2023-12-31,4
PROP087505,nri,direct,1,2024-09-30,3
PROP087506,hni,"nri desk",1,2025-03-31,1
PROP087507,nri,direct,1,2024-12-31,4
PROP087508,nri,broker,1,2023-09-30,3
PROP087509,"startup founder",broker,1,2023-12-31,4
PROP087510,nri,"nri desk",1,2023-12-31,4
PROP087511,"startup founder",broker,1,2023-12-31,4
PROP087512,hni,direct,1,2023-06-30,2
PROP087513,"startup founder",direct,1,2024-06-30,2
PROP087514,other,"nri desk",1,2023-06-30,2
PROP087515,cxo,"nri desk",1,2024-09-30,3
PROP087516,other,broker,1,2025-03-31,1
PROP087517,"startup founder",direct,1,2023-06-30,2
PROP087518,hni,online,1,2024-06-30,2
PROP087519,nri,direct,1,2024-09-30,3
PROP087520,cxo,online,1,2024-09-30,3
PROP087521,nri,"nri desk",1,2025-03-31,1
PROP087522,other,direct,1,2025-03-31,1
PROP087523,hni,direct,1,2024-12-31,4
PROP087524,hni,online,1,2023-09-30,3
PROP087525,cxo,direct,1,2025-03-31,1
PROP087526,cxo,direct,1,2023-12-31,4
PROP087527,"startup founder",broker,1,2023-09-30,3
PROP087528,"startup founder",online,1,2023-06-30,2
PROP087529,cxo,direct,1,2025-03-31,1
PROP087530,other,"nri desk",1,2023-06-30,2
PROP087531,hni,online,1,2024-06-30,2
PROP087532,other,direct,1,2023-12-31,4
PROP087533,other,direct,1,2024-03-31,1
PROP087534,cxo,online,1,2024-06-30,2
PROP087535,hni,"nri desk",1,2023-09-30,3
PROP087536,nri,online,1,2024-06-30,2
PROP087537,nri,"nri desk",1,2023-09-30,3
PROP087538,cxo,"nri desk",1,2024-03-31,1
PROP087539,cxo,online,1,2024-12-31,4
PROP087540,cxo,"nri desk",1,2024-03-31,1
PROP087541,nri,direct,1,2023-06-30,2
PROP087542,"startup founder",direct,1,2024-03-31,1
PROP087543,nri,broker,1,2024-12-31,4
PROP087544,hni,direct,1,2024-03-31,1
PROP087545,cxo,"nri desk",1,2023-06-30,2
PROP087546,nri,online,1,2023-09-30,3
PROP087547,other,online,1,2025-03-31,1
PROP087548,"startup founder",online,1,2025-03-31,1
PROP087549,other,"nri desk",1,2024-12-31,4
PROP087550,hni,"nri desk",1,2024-06-30,2
PROP087551,"startup founder",direct,1,2023-12-31,4
PROP087552,"startup founder",broker,1,2025-03-31,1
PROP087553,other,broker,1,2023-09-30,3
PROP087554,cxo,broker,1,2023-09-30,3
PROP087555,cxo,online,1,2024-09-30,3
PROP087556,other,online,1,2023-06-30,2
PROP087557,cxo,"nri desk",1,2023-09-30,3
PROP087558,hni,"nri desk",1,2024-12-31,4
PROP087559,hni,online,1,2023-09-30,3
PROP087560,other,direct,1,2025-03-31,1
PROP087561,hni,online,1,2025-03-31,1
PROP087562,cxo,direct,1,2024-03-31,1
PROP087563,"startup founder",broker,1,2024-06-30,2
PROP087564,"startup founder",online,1,2024-06-30,2
PROP087565,other,broker,1,2025-03-31,1
PROP087566,other,"nri desk",1,2024-06-30,2
PROP087567,"startup founder",broker,1,2023-09-30,3
PROP087568,nri,direct,1,2023-09-30,3
PROP087569,hni,"nri desk",1,2024-03-31,1
PROP087570,cxo,broker,1,2024-06-30,2
PROP087571,other,"nri desk",1,2025-03-31,1
PROP087572,other,online,1,2024-06-30,2
PROP087573,other,online,1,2023-06-30,2
PROP087574,other,"nri desk",1,2023-09-30,3
PROP087575,cxo,online,1,2024-03-31,1
PROP087576,other,broker,1,2025-03-31,1
PROP087577,other,online,1,2023-12-31,4
PROP087578,other,direct,1,2024-06-30,2
PROP087579,cxo,online,1,2023-06-30,2
PROP087580,cxo,direct,1,2024-09-30,3
PROP087581,cxo,"nri desk",1,2024-03-31,1
PROP087582,other,broker,1,2024-06-30,2
PROP087583,nri,broker,1,2024-12-31,4
PROP087584,"startup founder",direct,1,2024-09-30,3
PROP087585,cxo,online,1,2023-09-30,3
PROP087586,nri,broker,1,2024-06-30,2
PROP087587,nri,direct,1,2023-09-30,3
PROP087588,cxo,direct,1,2025-03-31,1
PROP087589,other,online,1,2024-06-30,2
PROP087590,cxo,broker,1,2024-12-31,4
PROP087591,nri,direct,1,2024-03-31,1
PROP087592,hni,direct,1,2023-09-30,3
PROP087593,cxo,direct,1,2023-12-31,4
PROP087594,other,broker,1,2023-09-30,3
PROP087595,other,"nri desk",1,2024-12-31,4
PROP087596,cxo,"nri desk",1,2024-06-30,2
PROP087597,cxo,online,1,2023-12-31,4
PROP087598,other,direct,1,2025-03-31,1
PROP087599,nri,"nri desk",1,2023-06-30,2
PROP087600,hni,broker,1,2024-03-31,1
PROP087601,other,online,1,2024-12-31,4
PROP087602,other,broker,1,2023-09-30,3
PROP087603,cxo,direct,1,2023-12-31,4
PROP087604,other,"nri desk",1,2025-03-31,1
PROP087605,cxo,online,1,2024-06-30,2
PROP087606,cxo,online,1,2024-12-31,4
PROP087607,other,"nri desk",1,2024-09-30,3
PROP087608,other,online,1,2024-06-30,2
PROP087609,nri,broker,1,2023-09-30,3
PROP087610,other,broker,1,2023-06-30,2
PROP087611,"startup founder",direct,1,2024-12-31,4
PROP087612,"startup founder","nri desk",1,2024-12-31,4
PROP087613,hni,"nri desk",1,2024-12-31,4
PROP087614,cxo,broker,1,2024-09-30,3
PROP087615,"startup founder","nri desk",1,2024-06-30,2
PROP087616,nri,broker,1,2025-03-31,1
PROP087617,other,online,1,2025-03-31,1
PROP087618,hni,broker,1,2025-03-31,1
PROP087619,hni,direct,1,2024-12-31,4
PROP087620,other,"nri desk",1,2024-06-30,2
PROP087621,nri,"nri desk",1,2024-06-30,2
PROP087622,nri,"nri desk",1,2024-12-31,4
PROP087623,"startup founder",online,1,2023-12-31,4
PROP087624,"startup founder",direct,1,2023-12-31,4
PROP087625,other,"nri desk",1,2024-09-30,3
PROP087626,cxo,broker,1,2024-03-31,1
PROP087627,"startup founder",direct,1,2024-03-31,1
PROP087628,cxo,broker,1,2023-12-31,4
PROP087629,"startup founder",direct,1,2024-09-30,3
PROP087630,cxo,"nri desk",1,2025-03-31,1
PROP087631,hni,broker,1,2024-12-31,4
PROP087632,other,"nri desk",1,2024-03-31,1
PROP087633,nri,"nri desk",1,2023-09-30,3
PROP087634,"startup founder",direct,1,2023-06-30,2
PROP087635,cxo,direct,1,2024-12-31,4
PROP087636,cxo,online,1,2023-12-31,4
PROP087637,other,online,1,2023-12-31,4
PROP087638,"startup founder",direct,1,2023-12-31,4
PROP087639,"startup founder",broker,1,2024-03-31,1
PROP087640,nri,direct,1,2024-12-31,4
PROP087641,cxo,direct,1,2024-03-31,1
PROP087642,"startup founder",online,1,2023-09-30,3
PROP087643,cxo,direct,1,2024-09-30,3
PROP087644,hni,online,1,2023-12-31,4
PROP087645,"startup founder",broker,1,2024-06-30,2
PROP087646,hni,direct,1,2023-06-30,2
PROP087647,nri,"nri desk",1,2025-03-31,1
PROP087648,"startup founder",online,1,2025-03-31,1
PROP087649,nri,broker,1,2024-09-30,3
PROP087650,cxo,online,1,2023-12-31,4
PROP087651,cxo,broker,1,2024-03-31,1
PROP087652,hni,"nri desk",1,2023-12-31,4
PROP087653,other,online,1,2023-09-30,3
PROP087654,hni,broker,1,2024-09-30,3
PROP087655,nri,direct,1,2025-03-31,1
PROP087656,"startup founder",online,1,2025-03-31,1
PROP087657,nri,online,1,2023-06-30,2
PROP087658,"startup founder",online,1,2024-12-31,4
PROP087659,nri,online,1,2023-09-30,3
PROP087660,other,broker,1,2024-06-30,2
PROP087661,cxo,"nri desk",1,2023-06-30,2
PROP087662,nri,online,1,2023-06-30,2
PROP087663,other,broker,1,2024-09-30,3
PROP087664,hni,direct,1,2023-09-30,3
PROP087665,nri,direct,1,2025-03-31,1
PROP087666,nri,broker,1,2023-09-30,3
PROP087667,"startup founder",broker,1,2023-06-30,2
PROP087668,hni,"nri desk",1,2025-03-31,1
PROP087669,nri,direct,1,2024-12-31,4
PROP087670,"startup founder","nri desk",1,2023-12-31,4
PROP087671,hni,"nri desk",1,2024-09-30,3
PROP087672,other,online,1,2023-09-30,3
PROP087673,cxo,broker,1,2025-03-31,1
PROP087674,hni,online,1,2023-06-30,2
PROP087675,cxo,direct,1,2023-09-30,3
PROP087676,cxo,broker,1,2023-09-30,3
PROP087677,hni,"nri desk",1,2023-06-30,2
PROP087678,other,broker,1,2024-03-31,1
PROP087679,nri,"nri desk",1,2023-06-30,2
PROP087680,cxo,online,1,2023-09-30,3
PROP087681,"startup founder",broker,1,2024-09-30,3
PROP087682,hni,direct,1,2024-03-31,1
PROP087683,cxo,direct,1,2024-06-30,2
PROP087684,"startup founder",online,1,2023-09-30,3
PROP087685,"startup founder",broker,1,2023-09-30,3
PROP087686,nri,broker,1,2023-06-30,2
PROP087687,cxo,online,1,2023-06-30,2
PROP087688,hni,"nri desk",1,2024-06-30,2
PROP087689,cxo,online,1,2023-09-30,3
PROP087690,"startup founder","nri desk",1,2023-06-30,2
PROP087691,cxo,online,1,2023-06-30,2
PROP087692,cxo,broker,1,2025-03-31,1
PROP087693,other,online,1,2024-12-31,4
PROP087694,hni,"nri desk",1,2024-03-31,1
PROP087695,nri,direct,1,2023-09-30,3
PROP087696,nri,online,1,2024-03-31,1
PROP087697,cxo,"nri desk",1,2024-12-31,4
PROP087698,nri,online,1,2023-06-30,2
PROP087699,nri,"nri desk",1,2023-09-30,3
PROP087700,hni,"nri desk",1,2024-09-30,3
PROP087701,hni,broker,1,2024-09-30,3
PROP087702,cxo,broker,1,2023-09-30,3
PROP087703,other,direct,1,2024-03-31,1
PROP087704,"startup founder",direct,1,2024-09-30,3
PROP087705,other,online,1,2023-06-30,2
PROP087706,other,"nri desk",1,2023-09-30,3
PROP087707,other,"nri desk",1,2023-06-30,2
PROP087708,"startup founder",online,1,2024-03-31,1
PROP087709,hni,direct,1,2023-09-30,3
PROP087710,"startup founder","nri desk",1,2025-03-31,1
PROP087711,hni,online,1,2025-03-31,1
PROP087712,"startup founder",direct,1,2025-03-31,1
PROP087713,other,online,1,2024-03-31,1
PROP087714,other,"nri desk",1,2024-09-30,3
PROP087715,other,"nri desk",1,2025-03-31,1
PROP087716,"startup founder",broker,1,2024-06-30,2
PROP087717,nri,direct,1,2023-12-31,4
PROP087718,"startup founder",direct,1,2025-03-31,1
PROP087719,other,direct,1,2023-12-31,4
PROP087720,nri,"nri desk",1,2025-03-31,1
PROP087721,hni,direct,1,2024-06-30,2
PROP087722,cxo,"nri desk",1,2024-09-30,3
PROP087723,cxo,direct,1,2024-09-30,3
PROP087724,nri,online,1,2023-12-31,4
PROP087725,other,"nri desk",1,2024-03-31,1
PROP087726,nri,broker,1,2024-09-30,3
PROP087727,hni,direct,1,2024-06-30,2
PROP087728,hni,online,1,2023-06-30,2
PROP087729,cxo,direct,1,2024-09-30,3
PROP087730,hni,"nri desk",1,2023-06-30,2
PROP087731,nri,broker,1,2023-06-30,2
PROP087732,hni,broker,1,2023-12-31,4
PROP087733,other,direct,1,2025-03-31,1
PROP087734,"startup founder",direct,1,2023-06-30,2
PROP087735,cxo,online,1,2023-12-31,4
PROP087736,cxo,"nri desk",1,2024-12-31,4
PROP087737,hni,"nri desk",1,2024-06-30,2
PROP087738,"startup founder","nri desk",1,2024-03-31,1
PROP087739,nri,"nri desk",1,2024-03-31,1
PROP087740,hni,direct,1,2023-12-31,4
PROP087741,cxo,direct,1,2023-09-30,3
PROP087742,nri,"nri desk",1,2023-09-30,3
PROP087743,hni,broker,1,2024-06-30,2
PROP087744,hni,"nri desk",1,2023-12-31,4
PROP087745,"startup founder",online,1,2023-06-30,2
PROP087746,other,"nri desk",1,2024-09-30,3
PROP087747,other,online,1,2023-12-31,4
PROP087748,nri,"nri desk",1,2024-06-30,2
PROP087749,cxo,direct,1,2024-03-31,1
PROP087750,other,"nri desk",1,2024-03-31,1
PROP087751,cxo,broker,1,2025-03-31,1
PROP087752,nri,"nri desk",1,2023-09-30,3
PROP087753,nri,"nri desk",1,2024-06-30,2
PROP087754,other,broker,1,2025-03-31,1
PROP087755,hni,broker,1,2023-12-31,4
PROP087756,nri,"nri desk",1,2025-03-31,1
PROP087757,other,direct,1,2023-09-30,3
PROP087758,cxo,"nri desk",1,2024-09-30,3
PROP087759,other,"nri desk",1,2024-06-30,2
PROP087760,hni,direct,1,2023-06-30,2
PROP087761,other,direct,1,2023-09-30,3
PROP087762,"startup founder","nri desk",1,2025-03-31,1
PROP087763,other,online,1,2023-06-30,2
PROP087764,"startup founder","nri desk",1,2024-09-30,3
PROP087765,other,"nri desk",1,2023-06-30,2
PROP087766,other,broker,1,2023-09-30,3
PROP087767,other,broker,1,2025-03-31,1
PROP087768,hni,"nri desk",1,2023-06-30,2
PROP087769,hni,online,1,2024-09-30,3
PROP087770,cxo,online,1,2023-09-30,3
PROP087771,hni,direct,1,2024-09-30,3
PROP087772,"startup founder","nri desk",1,2023-09-30,3
PROP087773,cxo,online,1,2023-12-31,4
PROP087774,nri,direct,1,2024-06-30,2
PROP087775,other,broker,1,2024-12-31,4
PROP087776,"startup founder",online,1,2023-06-30,2
PROP087777,hni,direct,1,2025-03-31,1
PROP087778,cxo,direct,1,2024-09-30,3
PROP087779,nri,online,1,2024-12-31,4
PROP087780,"startup founder",online,1,2025-03-31,1
PROP087781,cxo,broker,1,2024-12-31,4
PROP087782,"startup founder",direct,1,2023-06-30,2
PROP087783,"startup founder","nri desk",1,2023-12-31,4
PROP087784,hni,online,1,2024-12-31,4
PROP087785,cxo,online,1,2024-09-30,3
PROP087786,nri,direct,1,2023-06-30,2
PROP087787,other,direct,1,2024-06-30,2
PROP087788,other,direct,1,2024-12-31,4
PROP087789,hni,online,1,2023-09-30,3
PROP087790,"startup founder",broker,1,2023-06-30,2
PROP087791,nri,direct,1,2023-12-31,4
PROP087792,"startup founder",direct,1,2024-03-31,1
PROP087793,nri,online,1,2024-06-30,2
PROP087794,"startup founder","nri desk",1,2024-09-30,3
PROP087795,hni,online,1,2023-09-30,3
PROP087796,other,broker,1,2024-06-30,2
PROP087797,other,"nri desk",1,2024-09-30,3
PROP087798,"startup founder",direct,1,2024-12-31,4
PROP087799,other,broker,1,2024-12-31,4
PROP087800,cxo,online,1,2024-06-30,2
PROP087801,"startup founder","nri desk",1,2024-03-31,1
PROP087802,cxo,direct,1,2024-03-31,1
PROP087803,hni,direct,1,2024-09-30,3
PROP087804,"startup founder",broker,1,2024-12-31,4
PROP087805,hni,direct,1,2024-03-31,1
PROP087806,"startup founder",direct,1,2024-06-30,2
PROP087807,"startup founder","nri desk",1,2023-06-30,2
PROP087808,other,online,1,2023-06-30,2
PROP087809,other,direct,1,2024-12-31,4
PROP087810,nri,broker,1,2024-09-30,3
PROP087811,nri,"nri desk",1,2023-06-30,2
PROP087812,hni,"nri desk",1,2023-06-30,2
PROP087813,"startup founder",direct,1,2024-03-31,1
PROP087814,hni,broker,1,2024-03-31,1
PROP087815,cxo,online,1,2023-09-30,3
PROP087816,"startup founder",online,1,2024-03-31,1
PROP087817,hni,broker,1,2024-06-30,2
PROP087818,"startup founder",direct,1,2024-09-30,3
PROP087819,other,broker,1,2024-12-31,4
PROP087820,hni,broker,1,2023-09-30,3
PROP087821,nri,broker,1,2024-12-31,4
PROP087822,other,online,1,2023-12-31,4
PROP087823,hni,direct,1,2024-12-31,4
PROP087824,nri,online,1,2025-03-31,1
PROP087825,cxo,broker,1,2024-12-31,4
PROP087826,"startup founder",online,1,2023-06-30,2
PROP087827,nri,"nri desk",1,2025-03-31,1
PROP087828,cxo,"nri desk",1,2024-03-31,1
PROP087829,hni,online,1,2024-12-31,4
PROP087830,hni,broker,1,2025-03-31,1
PROP087831,nri,"nri desk",1,2023-09-30,3
PROP087832,"startup founder","nri desk",1,2024-09-30,3
PROP087833,hni,"nri desk",1,2023-06-30,2
PROP087834,hni,broker,1,2023-09-30,3
PROP087835,cxo,"nri desk",1,2024-09-30,3
PROP087836,nri,broker,1,2025-03-31,1
PROP087837,other,direct,1,2024-03-31,1
PROP087838,other,"nri desk",1,2023-12-31,4
PROP087839,nri,broker,1,2025-03-31,1
PROP087840,other,broker,1,2023-12-31,4
PROP087841,"startup founder",online,1,2024-06-30,2
PROP087842,"startup founder",broker,1,2024-12-31,4
PROP087843,other,direct,1,2024-03-31,1
PROP087844,other,online,1,2024-09-30,3
PROP087845,cxo,direct,1,2025-03-31,1
PROP087846,hni,online,1,2024-06-30,2
PROP087847,"startup founder",online,1,2023-09-30,3
PROP087848,other,broker,1,2024-09-30,3
PROP087849,cxo,direct,1,2024-06-30,2
PROP087850,nri,direct,1,2024-06-30,2
PROP087851,hni,"nri desk",1,2023-09-30,3
PROP087852,"startup founder",online,1,2025-03-31,1
PROP087853,nri,direct,1,2023-12-31,4
PROP087854,hni,online,1,2023-06-30,2
PROP087855,hni,direct,1,2025-03-31,1
PROP087856,cxo,"nri desk",1,2023-06-30,2
PROP087857,"startup founder","nri desk",1,2024-09-30,3
PROP087858,"startup founder","nri desk",1,2023-12-31,4
PROP087859,other,broker,1,2025-03-31,1
PROP087860,hni,"nri desk",1,2023-09-30,3
PROP087861,nri,online,1,2024-09-30,3
PROP087862,hni,direct,1,2023-12-31,4
PROP087863,other,direct,1,2025-03-31,1
PROP087864,hni,"nri desk",1,2023-12-31,4
PROP087865,other,broker,1,2023-06-30,2
PROP087866,other,online,1,2025-03-31,1
PROP087867,"startup founder","nri desk",1,2024-12-31,4
PROP087868,hni,direct,1,2023-06-30,2
PROP087869,hni,broker,1,2024-12-31,4
PROP087870,hni,direct,1,2025-03-31,1
PROP087871,cxo,online,1,2024-09-30,3
PROP087872,other,"nri desk",1,2025-03-31,1
PROP087873,cxo,broker,1,2023-12-31,4
PROP087874,nri,broker,1,2024-03-31,1
PROP087875,cxo,"nri desk",1,2023-06-30,2
PROP087876,hni,broker,1,2023-06-30,2
PROP087877,cxo,broker,1,2024-06-30,2
PROP087878,cxo,online,1,2024-06-30,2
PROP087879,other,"nri desk",1,2024-06-30,2
PROP087880,cxo,online,1,2024-06-30,2
PROP087881,"startup founder","nri desk",1,2024-06-30,2
PROP087882,cxo,direct,1,2024-06-30,2
PROP087883,other,broker,1,2024-06-30,2
PROP087884,other,online,1,2025-03-31,1
PROP087885,"startup founder",broker,1,2024-03-31,1
PROP087886,hni,online,1,2024-06-30,2
PROP087887,"startup founder",broker,1,2024-03-31,1
PROP087888,other,"nri desk",1,2023-06-30,2
PROP087889,nri,online,1,2024-03-31,1
PROP087890,hni,online,1,2023-12-31,4
PROP087891,"startup founder","nri desk",1,2024-03-31,1
PROP087892,cxo,broker,1,2024-03-31,1
PROP087893,other,broker,1,2024-09-30,3
PROP087894,"startup founder",broker,1,2024-03-31,1
PROP087895,cxo,direct,1,2023-12-31,4
PROP087896,cxo,"nri desk",1,2024-03-31,1
PROP087897,hni,broker,1,2023-12-31,4
PROP087898,nri,"nri desk",1,2023-12-31,4
PROP087899,nri,direct,1,2024-12-31,4
PROP087900,"startup founder",broker,1,2023-12-31,4
PROP087901,nri,direct,1,2024-12-31,4
PROP087902,other,online,1,2023-12-31,4
PROP087903,other,broker,1,2024-09-30,3
PROP087904,nri,"nri desk",1,2024-09-30,3
PROP087905,hni,direct,1,2023-06-30,2
PROP087906,other,direct,1,2023-12-31,4
PROP087907,nri,direct,1,2023-06-30,2
PROP087908,other,"nri desk",1,2023-09-30,3
PROP087909,nri,"nri desk",1,2024-03-31,1
PROP087910,nri,broker,1,2024-06-30,2
PROP087911,nri,broker,1,2025-03-31,1
PROP087912,cxo,broker,1,2023-12-31,4
PROP087913,"startup founder",direct,1,2024-12-31,4
PROP087914,other,"nri desk",1,2024-03-31,1
PROP087915,cxo,broker,1,2024-12-31,4
PROP087916,hni,online,1,2023-09-30,3
PROP087917,hni,"nri desk",1,2023-09-30,3
PROP087918,hni,"nri desk",1,2024-12-31,4
PROP087919,hni,direct,1,2025-03-31,1
PROP087920,nri,broker,1,2024-06-30,2
PROP087921,hni,"nri desk",1,2024-09-30,3
PROP087922,cxo,online,1,2023-09-30,3
PROP087923,cxo,direct,1,2025-03-31,1
PROP087924,"startup founder",online,1,2024-06-30,2
PROP087925,"startup founder",broker,1,2025-03-31,1
PROP087926,nri,direct,1,2024-06-30,2
PROP087927,"startup founder",broker,1,2023-09-30,3
PROP087928,hni,online,1,2024-03-31,1
PROP087929,nri,online,1,2023-06-30,2
PROP087930,other,"nri desk",1,2023-09-30,3
PROP087931,"startup founder",broker,1,2025-03-31,1
PROP087932,cxo,"nri desk",1,2024-06-30,2
PROP087933,"startup founder",broker,1,2025-03-31,1
PROP087934,"startup founder","nri desk",1,2023-12-31,4
PROP087935,"startup founder",online,1,2025-03-31,1
PROP087936,nri,direct,1,2023-06-30,2
PROP087937,cxo,"nri desk",1,2023-12-31,4
PROP087938,other,direct,1,2025-03-31,1
PROP087939,other,broker,1,2024-03-31,1
PROP087940,cxo,online,1,2024-09-30,3
PROP087941,nri,broker,1,2024-12-31,4
PROP087942,cxo,direct,1,2023-12-31,4
PROP087943,"startup founder",online,1,2023-06-30,2
PROP087944,"startup founder",direct,1,2024-06-30,2
PROP087945,"startup founder",online,1,2025-03-31,1
PROP087946,hni,online,1,2025-03-31,1
PROP087947,nri,broker,1,2024-12-31,4
PROP087948,nri,direct,1,2024-06-30,2
PROP087949,other,online,1,2024-12-31,4
PROP087950,hni,"nri desk",1,2023-06-30,2
PROP087951,cxo,"nri desk",1,2024-09-30,3
PROP087952,"startup founder",broker,1,2023-09-30,3
PROP087953,"startup founder",broker,1,2025-03-31,1
PROP087954,cxo,online,1,2024-06-30,2
PROP087955,cxo,"nri desk",1,2023-06-30,2
PROP087956,nri,broker,1,2024-12-31,4
PROP087957,cxo,online,1,2024-12-31,4
PROP087958,hni,"nri desk",1,2024-06-30,2
PROP087959,nri,online,1,2023-06-30,2
PROP087960,hni,online,1,2024-06-30,2
PROP087961,nri,broker,1,2023-12-31,4
PROP087962,other,online,1,2023-09-30,3
PROP087963,other,online,1,2024-09-30,3
PROP087964,nri,online,1,2023-06-30,2
PROP087965,"startup founder",direct,1,2023-09-30,3
PROP087966,cxo,direct,1,2024-12-31,4
PROP087967,hni,online,1,2023-12-31,4
PROP087968,other,broker,1,2025-03-31,1
PROP087969,cxo,online,1,2023-06-30,2
PROP087970,cxo,direct,1,2024-03-31,1
PROP087971,other,broker,1,2025-03-31,1
PROP087972,other,direct,1,2024-06-30,2
PROP087973,hni,online,1,2024-12-31,4
PROP087974,other,broker,1,2024-12-31,4
PROP087975,hni,"nri desk",1,2024-06-30,2
PROP087976,"startup founder",broker,1,2025-03-31,1
PROP087977,hni,broker,1,2024-12-31,4
PROP087978,hni,direct,1,2024-06-30,2
PROP087979,nri,direct,1,2024-12-31,4
PROP087980,cxo,online,1,2024-09-30,3
PROP087981,other,direct,1,2023-06-30,2
PROP087982,cxo,online,1,2023-12-31,4
PROP087983,hni,direct,1,2023-06-30,2
PROP087984,nri,broker,1,2023-12-31,4
PROP087985,other,broker,1,2024-12-31,4
PROP087986,cxo,direct,1,2023-12-31,4
PROP087987,other,broker,1,2024-03-31,1
PROP087988,cxo,online,1,2024-06-30,2
PROP087989,nri,"nri desk",1,2024-12-31,4
PROP087990,hni,online,1,2025-03-31,1
PROP087991,cxo,direct,1,2023-06-30,2
PROP087992,other,"nri desk",1,2024-09-30,3
PROP087993,hni,"nri desk",1,2024-06-30,2
PROP087994,hni,online,1,2024-06-30,2
PROP087995,hni,broker,1,2024-12-31,4
PROP087996,"startup founder",online,1,2024-03-31,1
PROP087997,other,online,1,2023-09-30,3
PROP087998,hni,online,1,2024-09-30,3
PROP087999,"startup founder",direct,1,2024-06-30,2
PROP088000,other,broker,1,2023-12-31,4
PROP088001,nri,"nri desk",1,2023-09-30,3
PROP088002,cxo,broker,1,2024-09-30,3
PROP088003,other,direct,1,2024-06-30,2
PROP088004,other,broker,1,2023-09-30,3
PROP088005,nri,direct,1,2024-09-30,3
PROP088006,nri,"nri desk",1,2023-09-30,3
PROP088007,cxo,"nri desk",1,2025-03-31,1
PROP088008,cxo,broker,1,2024-09-30,3
PROP088009,nri,"nri desk",1,2023-09-30,3
